date,chla_mean
2002-05-23,1.3263452299999998
2002-06-24,0.162852460625
2002-07-22,2.063567795652174
2002-08-10,1.1767228250000001
2002-08-11,1.6636449351351352
2002-08-20,1.148507067804878
2002-08-30,0.9675594226666667
2002-09-02,0.70340253
2002-09-14,0.8521836156818182
2002-09-18,0.7007571641860465
2002-09-22,1.3030730902272727
2002-10-04,0.4798358979591837
2002-11-08,24.93412766666667
2002-11-14,0.172443198125
2002-11-15,0.8884606871428572
2003-01-11,40.038017
2003-01-17,0.7997186246666667
2003-05-02,0.3303973402325581
2003-05-22,0.5381618906976744
2003-06-22,0.19955924411764706
2003-07-01,0.16083619178571426
2003-08-24,1.1448386232432433
2003-08-30,1.6587789976744185
2003-08-31,1.3075823697674418
2003-09-12,1.06125366
2003-09-19,1.0555848009302327
2003-09-20,1.6114007534883719
2003-09-22,0.82608514625
2003-09-28,0.6828382533333334
2003-10-09,1.6165212705128205
2003-10-11,0.5364036521739131
2003-10-12,0.9927536558974359
2003-10-21,0.6003444612
2003-10-24,0.4482331988372093
2003-10-25,0.8198803811111112
2003-11-13,0.8142324846153846
2003-11-15,0.3321437219512195
2003-12-02,2.1126877731818183
2003-12-05,4.045199853488373
2003-12-07,0.16064865666666667
2003-12-21,1.6201528000000003
2003-12-24,2.8469490134090907
2003-12-26,1.730095442857143
2003-12-29,1.3979424157894738
2004-01-06,4.248185213636364
2004-01-09,1.8548747382978725
2004-01-11,0.10208915922727274
2004-01-20,3.5084627333333334
2004-05-08,0.2509183179591837
2004-06-05,0.3855285022222222
2004-06-08,0.30233727388888887
2004-06-12,0.21264441930232555
2004-06-16,0.2982642980769231
2004-06-24,0.20049559404761905
2004-07-13,0.5371073980000001
2004-07-14,0.44109020000000004
2004-07-15,0.8255517293333333
2004-07-23,1.0671118033333333
2004-07-30,1.862680371794872
2004-08-11,1.2499391368421053
2004-08-18,0.9993810833333333
2004-08-19,1.220105115
2004-09-04,0.564506371860465
2004-09-06,0.36511448906976746
2004-09-12,1.0508311938461539
2004-09-13,1.6086396133333334
2004-09-16,0.9732860275
2004-09-28,0.51771683
2004-10-05,1.0780427105405406
2004-10-11,0.3222832534090909
2004-10-15,1.2035448676744185
2004-10-24,0.542864325
2004-10-27,0.43709150959183674
2004-10-30,0.5146167660975609
2004-10-31,3.1301233255813954
2004-11-16,0.8994321517021278
2004-11-25,0.3191133005128205
2004-11-30,0.78684266895
2004-12-11,3.0402585266666664
2004-12-27,4.482864218181818
2005-01-11,23.253026366249998
2005-05-31,0.12320302811111111
2005-06-13,0.08439879672727273
2005-06-19,0.10076312016666666
2005-07-14,1.2046444077419356
2005-07-27,2.274167690222222
2005-07-30,1.7699114348837208
2005-08-03,1.6043448785714285
2005-08-04,1.5280101904651164
2005-08-19,1.28632222
2005-08-22,0.8790365056756757
2005-09-03,1.0968611294117647
2005-09-07,0.7935996555555556
2005-09-13,0.789978207027027
2005-09-20,0.9539473888636363
2005-09-22,1.0635344166666665
2005-09-23,0.9084858345454545
2005-09-24,1.223212457142857
2005-09-26,0.5453318851162791
2005-10-03,1.209980409090909
2005-10-06,1.1580508999999999
2005-10-28,0.8879535468292683
2005-10-29,1.2395817079545455
2005-11-03,0.5927414064864865
2005-11-07,0.519508748
2005-12-05,0.07484380333333333
2005-12-08,0.39316609025
2005-12-09,1.404654214375
2005-12-14,0.5090834942105262
2005-12-15,0.7940025368965518
2005-12-24,2.2394511340909093
2005-12-25,5.1086172860465116
2005-12-27,0.27392946
2006-01-09,0.04985761414285714
2006-05-26,0.13056421704545454
2006-06-04,0.16101512045454547
2006-06-07,0.303030668
2006-06-15,0.3579236
2006-07-03,0.0837758075909091
2006-07-16,0.18897090652173915
2006-07-31,1.161005632
2006-08-04,2.022669495348837
2006-08-05,2.532829371111111
2006-08-16,1.4377368692307693
2006-08-19,1.3005717269230768
2006-08-22,1.3113908848648648
2006-08-29,1.4620488045714286
2006-09-04,1.305496452173913
2006-09-11,0.8544784820454545
2006-09-14,1.423384433235294
2006-09-24,1.73561056
2006-10-04,1.633054834090909
2006-10-14,1.580524240909091
2006-10-16,0.4833958331111111
2006-10-19,0.4688025447727273
2006-10-22,0.3567840748780488
2006-10-25,0.693644634090909
2006-11-08,0.615907037111111
2006-12-06,8.648207432
2006-12-19,3.5321954853658535
2006-12-22,5.807466372093024
2006-12-25,7.2599150618604655
2006-12-29,3.2765468395348836
2007-01-07,7.0914397
2007-01-29,12.859533897142857
2007-02-02,1.5041219392083336
2007-05-17,0.4875313378947368
2007-05-30,0.29572374541666663
2007-06-05,0.18467948047619048
2007-06-15,0.1716324819148936
2007-06-18,0.12853343039999998
2007-06-30,0.3091113968888889
2007-07-03,0.37560108974358974
2007-07-04,0.27735757800000005
2007-07-05,0.6900372257692309
2007-07-16,0.8384193651219511
2007-07-20,0.629136615
2007-07-26,1.427356584
2007-08-04,0.8335721037142858
2007-08-08,0.6662366715909092
2007-08-09,1.038743210909091
2007-08-11,1.0388637893181818
2007-08-25,1.0016105693333333
2007-08-27,0.7107043713636364
2007-09-02,0.6275422638636363
2007-09-05,0.811220326904762
2007-09-06,0.6570368528571429
2007-09-09,0.9558221797777777
2007-09-12,0.5608570766666667
2007-09-13,1.03171069175
2007-09-28,0.49393403023809523
2007-09-29,0.8229169786046512
2007-10-02,1.1703012877272727
2007-10-07,0.742608542972973
2007-10-08,1.3383249294117647
2007-10-13,0.8500339879069767
2007-10-14,0.8499535931914893
2007-10-27,0.5695871514634147
2007-10-30,0.36505826394736846
2007-11-03,0.7776063954054054
2007-11-05,0.15783981697674418
2007-11-06,1.1115099953488372
2007-11-08,0.255505320952381
2007-11-12,0.20220095375
2007-11-17,0.1957804
2007-12-03,0.762396330909091
2007-12-10,0.147305178
2007-12-19,2.9029355625
2007-12-20,2.752353797407407
2007-12-22,1.2925594104651164
2007-12-26,5.4592434647067565
2008-01-01,0.16145976044680851
2008-01-05,3.0573647386363634
2008-01-10,2.1877388229166668
2008-01-11,0.2486282005609756
2008-05-04,0.531267155
2008-05-10,0.725474353255814
2008-05-14,0.5514539787755102
2008-05-20,0.4140596987179487
2008-05-29,0.44338102878048785
2008-06-02,0.1798847025
2008-06-11,0.2367017712195122
2008-06-17,0.1815025748888889
2008-06-18,0.12589618430434782
2008-06-30,0.24129174812499998
2008-07-04,0.19457367608695653
2008-07-07,0.44280838377777776
2008-07-16,1.3868877565217392
2008-07-19,1.3963677363636364
2008-07-22,1.36263233
2008-07-24,2.4078596141463415
2008-07-29,1.3613819207317073
2008-08-09,1.2593280372093023
2008-08-11,1.5279843318181818
2008-08-23,1.2151188375
2008-08-24,1.0369223964285714
2008-08-26,0.9540276485714285
2008-08-30,1.0216257685365855
2008-09-12,0.968637976875
2008-09-15,0.5502218935714286
2008-09-18,0.6954544396551724
2008-09-25,0.8914972304761906
2008-10-02,1.2906231019512195
2008-10-04,1.0381298736363638
2008-10-05,1.6047193888888889
2008-10-10,1.0318696679069768
2008-10-11,1.080770125952381
2008-10-14,0.7278904
2008-10-16,0.9561579979999999
2008-10-23,0.6482514145714285
2008-10-24,3.231638775
2008-11-06,2.8666870564285714
2008-11-08,0.46789290916666665
2008-11-12,2.4208215916666664
2008-12-04,9.214789832
2008-12-20,21.55334616
2008-12-22,0.85493288
2008-12-30,1.5703289
2009-01-04,0.08365029283333332
2009-01-24,9.875294696
2009-04-09,18.559603250000002
2009-05-11,0.468894798292683
2009-05-21,0.2524798602857143
2009-05-24,0.18331324844444447
2009-06-03,0.11660643427906976
2009-06-04,0.2877895915
2009-06-09,0.10900028868181817
2009-06-12,0.19998463062500002
2009-06-22,0.103937186
2009-07-08,0.18797304838709677
2009-07-11,0.18717180318181817
2009-07-23,1.8674381102564104
2009-07-24,1.91484655625
2009-07-27,1.7826868177777777
2009-08-02,0.7601296404878048
2009-08-12,1.2389943073170733
2009-08-21,0.9380844827586208
2009-08-27,0.7645889253333333
2009-08-28,0.8497978780769231
2009-08-29,1.1452349361111112
2009-09-12,1.1841686761904762
2009-09-13,1.0647813739130434
2009-09-22,0.3752120702857143
2009-09-23,1.0774079511111112
2009-09-28,0.7343447323076924
2009-10-02,0.3410817084090909
2009-10-03,0.8158166688095237
2009-10-11,0.3848760847368421
2009-10-12,0.14800614244444443
2009-10-15,0.49498925435897434
2009-10-21,0.369768386
2009-10-24,0.4562301496774193
2009-10-31,0.4120137706818182
2009-12-14,0.1491737242857143
2009-12-15,3.2308996978260867
2009-12-18,1.4387697902325582
2009-12-24,10.1312507125
2010-05-28,0.5355332377272727
2010-05-31,0.4989747760975609
2010-06-04,0.4768359547727272
2010-06-05,0.9109509979069768
2010-06-13,0.2710550576744186
2010-06-16,0.42948408731707316
2010-06-19,0.38460767069767443
2010-06-22,0.25171170853658537
2010-07-12,0.20410958619047617
2010-07-18,0.20124834875
2010-07-27,1.032907725882353
2010-07-28,1.512745683181818
2010-07-31,0.6034272168181819
2010-08-09,1.4640097533333334
2010-08-14,1.2332772409090909
2010-08-16,0.774358638181818
2010-08-19,0.3550834635897436
2010-08-22,0.5441398746511628
2010-08-29,0.8169476286666667
2010-09-02,1.246294482972973
2010-09-10,1.1184620995454546
2010-09-16,0.7209074357142857
2010-09-17,0.5964918323255815
2010-09-18,0.9367582755555556
2010-09-23,0.33563469545454544
2010-09-27,0.6726087834883722
2010-10-02,1.0369450011904762
2010-10-09,0.4913926102272727
2010-10-10,1.1122198113333335
2010-10-16,0.7056340067391303
2010-11-07,0.5348467380487806
2010-11-15,0.43741578999999997
2010-11-27,40.8587898
2010-12-11,1.900920161111111
2010-12-27,11.433407118604652
2010-12-30,0.13267546689130436
2011-05-02,0.7760620312000001
2011-05-06,0.4450851617073171
2011-05-09,0.3416936318918919
2011-05-14,0.4100016944117647
2011-05-23,0.3281013823076923
2011-05-25,0.4845549911904762
2011-06-01,0.6674162733333334
2011-06-03,0.3513026827906977
2011-06-05,0.48944488374999995
2011-06-13,0.2498753726190476
2011-06-24,0.25612250369565215
2011-07-01,0.31067871953488374
2011-07-08,0.17904628500000003
2011-07-13,0.21587827414634145
2011-07-16,0.315203126
2011-07-19,0.25198649142857144
2011-07-24,1.1175063365714286
2011-07-31,0.635532992
2011-08-02,0.5375644161904761
2011-08-04,0.72358909025
2011-08-12,0.7907614305405406
2011-08-18,1.2759979914285715
2011-08-29,0.6144600593023256
2011-09-09,0.3938394457142857
